objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
yppc_168,Ladies in Retirement,"Percy, Edward",1940,"Miss Fiske, ex-actress, lives in a remote house with her companion, Ellen Creed. Ellen, who has devoted her life to her sisters, Louisa and Emily (simple-minded maiden ladies), invites them to visit her. These eccentric persons make themselves at home, but when Miss Fiske reminds Ellen it is time for them to go back, they are unwilling to do so. Miss Fiske and Ellen quarrel, and Ellen prepares to send her sisters to London. She has, however, secretly told them that they shall always remain with her. The sisters go for a drive, though Miss Fiske thinks they are leaving for good; the servants have been sent away (by Ellen), and Ellen and Miss Fiske are left alone together. On the return of the sisters Miss Fiske is gone—on a trip, Ellen says—and all three sisters settle down in what they regard as their own home. Meantime, Albert, nephew of the Creed sisters, who had paid a secret visit and got money from Miss Fiske, turns up again. He has robbed a bank and determines to hide with his aunts. Learning that Miss Fiske is away, and suspecting something, he pieces together the evidence. With the help of the maid Lucy, he lays a trap for Ellen, by reproducing in pantomime, in the moonlit living room, the scene of Ellen's murder of Miss Fiske. Ellen, who faints when she sees what she imagines is the ghost of her victim, plays a courageous but losing game. Knowing that Albert and Lucy realize what she has done, she plans for the security of her sisters and gives up to the police.",12-18,88,,,"Samuel French, Inc.",,,5,FALSE,TRUE,FALSE,,7,1,6,0,FALSE
yppc_169,Ladies Alone,"Clements, Colin",1937,A group of three women get dressed for dates and bed while discussing their love life.,12-18,18,,,"Samuel French, Inc.",,,2,FALSE,TRUE,FALSE,,3,0,3,0,FALSE
yppc_170,The Odd Couple - Scene from Act III,"Simon, Neil",1965,"This classic comedy opens on a friendly card game in the untidy apartment of divorced Oscar Madison. And if the mess is any indication, it’s no wonder that his wife left him. Late to arrive is Felix Ungar, who has just been separated from his wife. Fastidious, depressed, and none too tense, Felix seems suicidal, but as the action unfolds, Oscar becomes the one with murder on his mind when the clean freak and the slob ultimately decide to room together. The action unfolds with hilarious results as The Odd Couple is born.",12-18,10,,,"Samuel French, Inc.",,Act III Scene 1. This is found in the folder with Ladies Alone and the monologue from Solitaire/Double Solitaire.,2,FALSE,TRUE,FALSE,,8,6,2,0,FALSE
yppc_171,Solitaire/Double Solitaire (Monologue),"Anderson, Robert",1998,A woman celebrating her 50th wedding anniversary is experiencing a marriage crisis. A friend talks to her about the failure of her marriage and the various men in her life now.,14-18,2,,,Dramatists Play Service Inc.,,This is found in the folder with Ladies Alone and The Odd Couple.,1,FALSE,TRUE,FALSE,,1,0,1,0,FALSE
yppc_172,"The Lion, the Witch, and the Wardrobe","Robinette, Joseph",1989,"This dramatization of C.S. Lewis classic work faithfully recreates the magic and mystery of Aslan, the great lion, his struggle with the White Witch, and the adventures of four children who inadvertently wander from an old wardrobe into the exciting, never-to-be-forgotten Narnia.",08-12,60,,,Dramatic Publishing,,,1,FALSE,TRUE,TRUE,"Adapted from The Lion, the Witch, and the Wardrobe by C.S. Lewis.",16,5,4,7,TRUE
yppc_173,Liliom,"Molnár, Ferenc",1909,"Liliom is a shiftless young bully in Budapest. He works intermittently as a barker for a merry go round and many servant girls fall victim to his charms. Among these girls is Julie, whom he eventually marries. Learning that he is about to become a father Liliom participates in a robbery to enhance his fortunes. But he is caught and stabs himself rather than submit to arrest. He is tried in the Magistrate's court on high, but they see through him there. They know what repentance is in his heart though he is much too cocky to admit it. He is sentenced to a term of years in the purifying fires with the promise that after that sentence has been served he can go back to earth with a chance to do one good deed there. A tender and moving story told with a master's touch.",12-18,64,,,"Samuel French, Inc.",,"Guessing about the ensemble with this one, but it seems reasonable that it could work.",4,FALSE,FALSE,FALSE,,9,4,5,0,TRUE
yppc_174,Lash Morgan's Last Stand (A One Act Saga of how the West was not won),"Cosper, John",Unknown,Lash Morgan tricks another man into taking his place to avoid an outlaw in this wild-west spoof.,14-18,19,,,Unknown,,This has some jokes and terms that are offensive. It appears to be a student-written play.,1,FALSE,TRUE,FALSE,,14,4,3,7,FALSE
yppc_175,The Monkey Without a Tail,"Winther, Barbara",1976,A clever monkey convinces King and Queen that honey brought by poor man is the best in the kingdom.,04-10,7,,,"Plays, Inc.",,,3,FALSE,FALSE,TRUE,Based on Ethiopian tale told by Amhara tribe.,5,3,2,0,TRUE
yppc_176,Welcome to the Monkey House,"Sergel, Christopher",1970,"Its theatrical excitement comes from the brilliant words and the dazzling display of original ideas. Vonnegut begins with a moving episode about right now in which a young man searches for companionship and identity through participation in amateur theatricals, appropriately entitled Who Am I This Time? An edged satire of the future concludes the first act.",14-18,93,,,Dramatic Publishing,,,1,FALSE,TRUE,TRUE,Adapted from Kurt Vonnegut Jr.'s Welcome to the Monkey House.,24,10,14,0,FALSE
yppc_177,The Red House Mystery,"Sergel, Ruth",1984,"The sudden violence of murder erupts at an English house party. To the police, it's obviously just another case of sibling rivalry. But a guest is suspicious of this slick solution. There are others besides the brother who hold grudges against the murdered man. We have not one but several complex life patterns to keep us enthralled.",10-18,84,,,Dramatic Publishing,,,1,FALSE,TRUE,TRUE,Adaptation of A.A. Milne's book The Red House Mystery.,15,7,8,0,FALSE
yppc_178,"The Little Princess, Sara Crewe","Seale, Nancy",1982,"To Sara Crewe, everyone at Miss Minchin's Select Seminary for Young Ladies is a story: cold Miss Minchin; her timid sister, Miss Amelia; pupils such as spiteful Lavinia or plodding Ermengarde; as well as the invalid gentleman next door and his lascar. Imagination sustains Sara when, orphaned and no longer parlor boarder, she is banished to the attic. Becky, the little scullery maid, becomes her fast friend. Suddenly, Sara's bleak garret is mysteriously transformed by a secret benefactor. When Sara finally learns who has cared for her, Miss Minchin gets her just reward. Sara's final song tells it all, ""This Is Just the Way It Ends in Books!""",04-18,48,,,Origin Theatrical,,,6,TRUE,TRUE,TRUE,"Adapted from the Frances Hodgson Burnett novel, A Little Princess.",23,5,18,0,TRUE
yppc_179,Little Women,"Hartley, Sean",2005,"Louisa May Alcott’s beloved novel is brought to glorious musical life in this tale of the indomitable March girls of Concord, Massachusetts. In a time of great social upheaval, Jo, Meg, Amy, and Beth grow from childhood to womanhood through the trials, tragedies, and triumphs of America divided by Civil War.",04-18,87,,,Theatrical Rights Worldwide,,,9,TRUE,TRUE,TRUE,Adapted from the Louisa May Alcott novel Little Women.,17,5,12,0,TRUE
yppc_180,Little Shop of Horrors,"Ashman, Howard",1982,"The meek floral assistant Seymour Krelborn stumbles across a new breed of plant he names ""Audrey II"" - after his coworker crush. This foul-mouthed, R&B-singing carnivore promises unending fame and fortune to the down and out Krelborn as long as he keeps feeding it, BLOOD. Over time, though, Seymour discovers Audrey II's out of this world origins and intent towards global domination!",10-18,82,,,Music Theater International,,Score is included in another folder.,5,TRUE,TRUE,FALSE,,8,4,4,0,FALSE
yppc_181,Lone Star,"McLure, James",1980,"The play takes place in the cluttered backyard of a small-town Texas bar. Roy, a brawny, macho type who had once been a local high-school hero, is back in town after a hitch in Vietnam and trying to reestablish his position in the community. Joined by his younger brother, Ray (who worships him), Roy sets about consuming a case of beer while regaling Ray with tales of his military and amorous exploits. Apparently Roy cherishes three things above all; his country, his sexy young wife, and his 1959 pink Thunderbird. With the arrival of Cletis, the fatuous, newlywed son of the local hardware store owner, the underpinnings of Roy’s world begin to collapse as it gradually comes out that Ray had slept with his brother’s wife during his absence and, horror of horrors, has just demolished his cherished Thunderbird. But, despite all, the high good humor of the play never lapses, and all ends as breezily and happily as it began.",14-18,27,,,Dramatists Play Service Inc.,,,2,FALSE,TRUE,FALSE,,3,3,0,0,FALSE
yppc_182,"Look Homeward, Angel","Frings, Ketti",1957,"An authentic American classic, this powerful and vital play captures the sardonic humor and the grief, both private and universal, of Wolfe's novel about a youth coming of age. Concentrating on the last third of Wolfe's story, the play vividly portrays Eugene Gant, his mother, who is obsessed by her material holdings and who maintains barriers against the love of her family, his father, a stonecutter imprisoned by his failures, and the brother who never breaks away.",12-18,87,,,"Samuel French, Inc.",,,11,FALSE,TRUE,TRUE,"Based on Thomas Wolfe's 1929 novel Look Homeward, Angel.",18,10,8,0,FALSE
yppc_183,The Lottery,"Duffield, Brainerd",1953,The play starts as people are assembling for the lottery. What family will it be this time? Which member? Only gradually do we begin to suspect the nature of the lottery as the play builds swiftly to its crucial and moving climax.,12-18,116,,,Dramatic Publishing,,,2,FALSE,TRUE,TRUE,Based on Shirley Jackson's short story The Lottery,13,8,5,0,TRUE
yppc_184,Lovers' Meeting,"Unknown,",Unknown,"She married his rival on a whim because of a lovers' quarrel, and years later he was still torn by love for her. When she was near death by the hand of her husband, it was her old lover for whom she called. Though it is written that ""love is as strong as death,"" could love revive a woman already presumed dead for two days?",08-14,7,,,Unknown,,"These were copied from an unknown book, from a chapter titled ""Ghost Stories and Plays"". Also contains Sir Walter Scott's Mother.",3,FALSE,TRUE,FALSE,,5,1,1,3,FALSE
yppc_185,Sir Walter Scott's Mother,"Unknown,",Unknown,"Two grave robbers try to pull the ring off a corpse, just to find out she wasn't quite as dead as she seemed.",08-14,4,,,Unknown,,"These were copied from an unknown book, from a chapter titled ""Ghost Stories and Plays"". Also contains Lovers' Meeting.",3,FALSE,TRUE,TRUE,Based on the true story of Sir Walter Scott's mother.,4,0,0,4,FALSE
yppc_186,A Lost Day is Hard to Find,"Roberts, Buck",1963,This story deals with the mental breakdown of a young man and takes a look at the psychiatric practices of the mid-1960s.,14-18,69,,,Unknown,,"This play deals with some of the darker psychiatric practices of the 1960s, including lobotomy, electroshock, and tranquilizers. It also appears to be a rough draft. The author is a local playwright; many of his plays are part of the Rubenstein Rare Book Manuscript Library at Duke.",1,FALSE,TRUE,FALSE,,18,7,8,3,FALSE
yppc_187,Lysistrata,"Aristophanes,",411 BCE,"A comic account of a woman's extraordinary mission to end the Peloponnesian War between Greek city states by denying all the men of the land any sex, which was the only thing they truly and deeply desired. Lysistrata persuades the women of the warring cities to withhold sexual privileges from their husbands and lovers as a means of forcing the men to negotiate peace—a strategy, however, that inflames the battle between the sexes.",14-18,96,,,Unknown,,,4,FALSE,FALSE,FALSE,,20,10,10,0,TRUE
yppc_188,Wicked John: A North Carolina Coastal Tale,"Stephens, Jeffryn",1982,"A trickster tale from the coast of North Carolina. John was a wicked man, but he managed to trick St. Peter into giving him three gifts. Three devils comes to take him to hell, and he uses those gifts to scare them off. When Wicked John dies, he can't get into heaven and he is barred from hell, so he wanders the Great Dismal Swamp looking for a place to rest.",04-10,10,,,YPPC,,,3,FALSE,FALSE,TRUE,Based on several versions of the Jack Tales.,7,2,1,4,FALSE
yppc_189,Jack and the Sack,"Stephens, Jeffryn",1982,"Jack is kind to an old woman, who gives him a magic sack for his kindness. Jack traps the Devil and Death in the sack.",04-10,10,,,YPPC,,,3,FALSE,FALSE,TRUE,Based on the Jack Tales,14,1,3,10,FALSE
yppc_190,Jack and the Three Sillies,"Stephens, Jeffryn",1988,The story of foolish Jack who took the cow to market and by progressively sillier decisions and exchanges came home with a stone to hold the door in place. The new twist comes in his wife's search for three sillier people than Jack.,04-10,7,,,YPPC,,,1,FALSE,FALSE,TRUE,Based on the Jack Tales,15,5,5,5,FALSE
yppc_191,Shelter from the Storm,"Unknown,",1988,"A group of hikers find themselves shelter in a cabin when a blizzard sets in. When they run out of food and medicine, they have to make a tough choice.",10-18,9,,,YPPC,,This was part of Ty Stephens playwriting class. It appears unfinished.,1,FALSE,FALSE,FALSE,,4,0,4,0,FALSE
yppc_192,The Trip to Bountiful,"Foote, Horton",1953,"Carrie Watts dreams of escape from the bustling city and of a return to simpler times in her beloved Bountiful, Texas. She sets out on a risky journey to her beloved hometown, with her family in hot pursuit. Along the way, she encounters kindness and compassion … and makes a remarkable discovery about the true meaning of home.",12-18,62,,,Dramatists Play Service Inc.,,,1,FALSE,TRUE,FALSE,,9,6,3,0,TRUE
yppc_193,Separate Tables,"Rattigan, Terence",1954,"These two plays are set in a shabby genteel hotel on England's south coast. Except for the two leads in each (which may be doubled) the same characters appear in both. In Table by the Window, a down-at-the-heels journalist is confronted by his ex-wife, a former model who provoked him to the violent act that sent him to prison, destroying his future. Still in love, they nevertheless go through another terrible scene and it is the hotel manager, Miss Cooper, who helps repair their broken lives. In Table Number Seven, a 'self-made' army colonel without any true background and education to which he lays claim, finds solace with a spinster over the objections of her ruthless, domineering mother. When a sordid scandal threatens to drive them apart, Miss Cooper again comes to the rescue.",14-18,171,,,"Samuel French, Inc.",,"A historical note: in the second play in the collection, the phony Major Pollock attempts to conceal from fellow guests a report in the local paper of his sexual harassment of women at a local cinema. Rattigan wrote an alternative version in which it is revealed the major was a homosexual thus insinuating the major was pursuing illicit sex not with women but with other men in that local Bournemouth cinema. Critical opinion argues that Rattigan was a victim of 1950s repressiveness, and so the sexual incident in this published version of the play was as good a handling of sexual abnormality as English playgoers in the 50s would tolerate. Scholars believe that the formal restrictions of the time gave way to brilliantly discreet metaphor.",1,FALSE,TRUE,FALSE,,11,3,8,0,FALSE
yppc_194,Ask Any Girl,"Wolfe, Winifred",1960,Meg Wheeler felt stifled in her small hometown where she's just graduated from college. So Meg comes to New York intent on enlarging her horizon -- and by that she means finding a husband.,12-18,68,,,Origin Theatrical,,,1,FALSE,TRUE,FALSE,,17,5,12,0,FALSE
yppc_195,Mind Over Matter,"Nicholson, Jessie",1969,"Two girls try to stage a play for the people in a local store, though most of the audience isn't impressed.",04-10,17,,,"Plays, Inc.",,"Found in Prize Contest Plays for Young People: A Collection of Royalty-Free, One-Act Plays for Drama Contests and Festivals.",16,FALSE,FALSE,FALSE,,12,6,6,0,FALSE
yppc_196,The Captain and the Fir Tree,"Stephens, Jeffryn",Unknown,,04-10,6,,,YPPC,,,1,FALSE,FALSE,TRUE,Based on tales by Hans Christian Andersen,10,2,4,4,FALSE
yppc_197,Moments 2024,"Sabatini, Jessica (arr.)",Varied,"A series of small 2-5 person scenes, including riffs on Henry V, Romeo and Juliet, the Euphio Experiment, and other scenes.",08-18,58,,,Varied,,,1,FALSE,FALSE,TRUE,Some of the scenes are adaptations of other stories or plays.,31,18,13,0,TRUE
yppc_198,Play-Gerism,"Stephens, Jeffryn",1984,Two children watch as their favorite Saturday morning television shows skew slightly oddly.,04-14,28,,,YPPC,,,1,FALSE,FALSE,TRUE,Adapted from various television shows.,26,6,7,13,TRUE
yppc_199,The Matchmaker: A Farce in Four Acts,"Wilder, Thornton",1955,"Horace Vandergelder, a wealthy merchant in 19th Century Yonkers, NY, decides to take a wife and employs a matchmaker, Mrs. Dolly Levi. Dolly subsequently becomes involved with two of Vandergelder’s clerks, several lovely ladies, and the headwaiter at an expensive restaurant where this swift farce runs headlong into hilarious complications. After everyone gets straightened out romantically, Vandergelder finds himself affianced to the astute Dolly Levi herself.",08-18,225,,,"Samuel French, Inc.",,"Later adapted as the musical Hello, Dolly!",9,FALSE,TRUE,TRUE,Adapted from Thornton Wilder's 1938 play The Merchant of Yonkers.,15,5,6,4,TRUE
yppc_200,A Marriage Proposal,"Chekhov, Anton",1914,"A young man Lomov comes to propose to his neighbour Natalya but they keep on fighting over various topics. Through this play, Chekhov exposes the ""fakeness"" of the world and tries to show how superficial modern people are. Rather than emotionally bonding in relationships, people instead connect with wealth and money.",08-18,14,,,Unknown,,Originally performed in 1890; translated from Russian by Hilmar Baukhage and Barrett H. Clark.,1,FALSE,FALSE,FALSE,,3,2,1,0,FALSE
yppc_201,A Memory of Two Mondays,"Miller, Arthur",1955,"A one-act fragment about people who work in an automobile parts warehouse in the early Roosevelt days. Properly speaking, it has no plot—yet something does happen to almost everybody. A youth gets a chance to go to college. A drunk reforms. Another drunk rebels. A young man with a song in his soul finds himself forgetting the song as poverty and a lack of opportunity grind him down.",08-18,52,,,"Viking Press, Inc.",,,1,FALSE,TRUE,FALSE,,14,11,2,1,FALSE
yppc_202,A Midsummer Night's Dream,"Shakespeare, William",1600,"In A Midsummer Night’s Dream, residents of Athens mix with fairies from a local forest, with comic results. In the city, Theseus, Duke of Athens, is to marry Hippolyta, queen of the Amazons. Bottom the weaver and his friends rehearse in the woods a play they hope to stage for the wedding celebrations. Four young Athenians are in a romantic tangle. Lysander and Demetrius love Hermia; she loves Lysander and her friend Helena loves Demetrius. Hermia’s father, Egeus, commands Hermia to marry Demetrius, and Theseus supports the father’s right. All four young Athenians end up in the woods, where Robin Goodfellow, who serves the fairy king Oberon, puts flower juice on the eyes of Lysander, and then Demetrius, unintentionally causing both to love Helena. Oberon, who is quarreling with his wife, Titania, uses the flower juice on her eyes. She falls in love with Bottom, who now, thanks to Robin Goodfellow, wears an ass’s head. As the lovers sleep, Robin Goodfellow restores Lysander’s love for Hermia, so that now each young woman is matched with the man she loves. Oberon disenchants Titania and removes Bottom’s ass’s head. The two young couples join the royal couple in getting married, and Bottom rejoins his friends to perform the play.",08-18,157,,,Unknown,,,2,FALSE,FALSE,FALSE,,24,19,5,0,TRUE
yppc_203,The Mill Race,"Tamburro, Frances",1976,"Two families in Gastonia between the early 1900s and the 1960s and the fight for unionization of their textile mill. Includes flashbacks to the founding of the mill, the exploitation of women and children as mill workers, and the Loray Mill Strike of 1929.",04-18,74,,,Unknown,,"This play is deeply fascinating. It is based on an oral history interview conducted as part of the Southern Oral History Program's Labor History Series with textile union organizer Joe Glazer, conducted by Frances Tamburro, one of the authors of the script. (https://dcr.lib.unc.edu/record/9cf7989d-be0f-49ab-8301-ec67117ad24b) Two typed copies; these look like proofs but the play may not have been formally printed. One copy is missing pages 1-2 and the other is interspersed with notes regarding set design, names, phone numbers, and rehearsal dates, so it was obviously performed by someone at some point.",2,FALSE,TRUE,TRUE,Adapted from an oral history interview with textile union organizer Joe Glazer: Digital Collections Repository - E0005_Transcript.pdf (unc.edu),43,17,15,11,TRUE
yppc_204,Miracle at Blaise,"Niggli, Josephina",1944,"This miracle play is set during Christmas Eve of 1941 and explores the theme of redemption as the lead character, Madeleine Giraud, is reminded of her ruthless past by a stranger named Tabitha and is given the chance to redeem herself and atone for the mistakes she has made.",08-18,21,,,"Samuel French, Inc.",,,5,FALSE,TRUE,FALSE,,6,0,6,0,FALSE
yppc_205,A Miracle of Saint Antony,"Maeterlinck, Maurice",1918,"The play revolves around a small village in the middle of nowhere, where the people are struggling to survive. One day, a mysterious traveler arrives in the village, claiming to be on a pilgrimage to see a miraculous statue of Saint Anthony that is said to reside in the nearby chapel. As the traveler spends time in the village, he starts to unravel the secrets and stories of the people who live there. From the village priest who has lost his faith, to the young couple who are struggling with their marriage, to the old woman who has lived in the village all her life and has seen the many changes that have taken place, each character has their own tale to tell. As the traveler's pilgrimage to the chapel becomes more urgent, he begins to perform small miracles along the way, which slowly start to change the lives of the villagers. In the end, the miracle of Saint Anthony is revealed to be much more than just a simple statue, as the traveler's presence in the village has helped to heal old wounds and bring new hope to a community in need.",04-18,21,,,"Dodd, Mead and Company, Inc.",,Can be accessed from Project Gutenberg at https://www.gutenberg.org/files/70550/70550-h/70550-h.htm,5,FALSE,FALSE,FALSE,,13,4,4,5,TRUE
yppc_206,"Mirror, Mirror","Kane, Bruce",2013,"In a land where ""beauty is only skin deep - thank God"" a ""woman of a certain age"" takes drastic action when she learns that she's been surpassed in the looks department by her sexy stepdaughter as the tale of ""Sleeping Beauty"" gets a 90210 face lift.",08-18,11,,,lulu.com,,"This looks like a draft - I'm not sure how YPPC ended up with it, but it does not precisely match the published version on the author's website. https://www.kaneprod.com/plays/zip/mirror.pdf",1,FALSE,TRUE,TRUE,Based on Sleeping Beauty.,7,4,3,0,TRUE
yppc_207,The Mish-Mosh Bird,"Murray, John",1959,"A family thought they were buying a pet parrot, only to end up with a vanishingly rare fortune-telling bird with an eidetic memory. The family has trouble dealing with the ensuing fame.",10-18,22,,,"Plays, Inc.",,,10,FALSE,FALSE,FALSE,,14,3,3,8,TRUE
yppc_208,Miss Bennet: Christmas at Pemberly,"Gunderson, Lauren",2017,"A sequel to Jane Austen’s Pride and Prejudice set two years after the novel ends, MISS BENNET continues the story, only this time with bookish middle-sister Mary as its unlikely heroine. Mary is growing tired of her role as dutiful middle sister in the face of her siblings’ romantic escapades. When the family gathers for Christmas at Pemberley, an unexpected guest sparks Mary’s hopes for independence, an intellectual match, and possibly even love.",08-18,70,,,Dramatists Play Service Inc.,,,1,FALSE,TRUE,TRUE,Based on Jane Austen's novel Pride and Prejudice.,8,3,5,0,FALSE
yppc_209,Moments 1997,"Stephens, Jeffryn (arr.)",1997,"Includes scenes from The Glass Menagerie, I'm Herbert, Bell, Book, and Candle, Steel Magnolias, The Actor's Nightmare, The Crucible, Scapino, and a scene by Rachel Bell.",08-18,89,,,Varied,,,1,FALSE,TRUE,FALSE,Some of the scenes are adaptations of other stories or plays.,20,0,0,20,TRUE
yppc_210,The Persecution and Assassination of Jean-Paul Marat as Performed by the Inmates of the Asylum of Charenton Under the Direction of the Marquis de Sade,"Weiss, Peter",1964,"Set in the historic French asylum where the Marquis de Sade often performed plays with his fellow inmates during their imprisonment, this play-within-a-play presents the final days of the French Revolution for the asylum’s visiting director and his upper-class family. Their portrayal sheds a chilling light on the complexities of revolution and the fragility of the human mind, and the audience is forced to confront uncomfortable questions about mental illness, leadership and the true nature of freedom. Peter Weiss’ Tony Award-winning masterpiece uses song and story to create a political parable that is a deep examination of human suffering and class struggle that still resonates deeply today.",16-18,99,,,Highgate Press,,This play is an imagination of the types of plays that the Marquis de Sade may be put on while incarcerated in the asylum.,1,TRUE,TRUE,FALSE,,12,9,3,0,TRUE
yppc_211,The Madwoman of Chaillot,"Giraudoux, Jean",1943,"The play is a kind of poetic and comic fable set in the twilight zone of the not-quite-true. At the Cafe Chez Francis, a group of promoters plot to tear up Paris in order to unearth the oil which a prospector believes he has located in the neighborhood. These grandiose plans come to the attention of The Madwoman of Chaillot who is ostensibly not normal in her mind but who is soon shown to be the very essence of practical worldly goodness and common sense. She sees through the crookedness of the prospector and insists that the world is being turned into an unhappy place by the thieves and those who are greedy for worldly goods and power. At a tea party attended by other ""mad"" women of Paris, she has brought together representatives of the despoilers of the earth and wreckers of its happiness, and has them tried and condemned to extermination. In a scene which mounts into the realms of high poetic comedy, she sends the culprits one by one, lured by the scent of oil and undreamed-of riches, into a bottomless pit which opens out of her cellar. The exodus of the wicked is accompanied by another and more beautiful miracle: Joy, justice and love return to the world again.",10-18,69,,,"Samuel French, Inc.",,,19,FALSE,TRUE,FALSE,,25,17,8,0,TRUE
yppc_212,The Maids,"Genet, Jean",1947,"Two sisters, maids to a wealthy society woman, act out fantasies of class, love and revenge while the lady of the house is out on a romantic rendevous. As their games intensify, the incipient violence escalates as they await Madame's return.",12-18,64,,,"Samuel French, Inc.",,,1,FALSE,TRUE,FALSE,,3,0,3,0,FALSE
yppc_213,The Man Who Came to Dinner,"Kaufman, George",1939,"Sheridan Whiteside – critic, lecturer, wit, radio orator, intimate friend of the great and near great – having dined at the home of the Stanleys, slips on their doorstep and breaks his hip. The result is a tumultuous six weeks of confinement. Whiteside turns the Stanley household upside down, forcing everyone in town to cater to his egotistical demands. Meanwhile, his essential secretary has given her notice after falling in love with a local reporter, and Whiteside must engage every weapon in his considerable arsenal of guile and manipulation to keep her in his employ – including blackmail, deceit, and the intervention of the fading sexpot actress Lorraine Sheldon and the elegant British wit of playwright Beverly Carlton. A three-ring circus of machinations and celebrity appearances ensues.",12-18,73,,,"Samuel French, Inc.",,,2,FALSE,TRUE,FALSE,,23,14,9,0,TRUE
yppc_214,Madame Dode,"Unknown,",1950s,"One dark and stormy night, a family recieves a visit from Madame Dode, who brings them a story about why Death is a woman.",10-18,15,,,Unknown,,,2,FALSE,TRUE,FALSE,,7,1,5,1,FALSE
yppc_215,Macbeth,"Shakespeare, William",1606,"A brave Scottish general named Macbeth receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders King Duncan and takes the Scottish throne for himself. He is then racked with guilt and paranoia. Forced to commit more and more murders to protect himself from enmity and suspicion, he soon becomes a tyrannical ruler. The bloodbath and consequent civil war swiftly take Macbeth and Lady Macbeth into the realms of madness and death.",10-18,88,,,Unknown,,,11,FALSE,FALSE,FALSE,,35,11,7,17,TRUE
yppc_216,"Moments (Unknown Year, Band-aid label)","Stephens, Jeffryn (arr.)",Unknown,"Includes scenes from The Great Train Robbery, The Dead Parrot Sketch, Crunchy Frog, NPR Report, Who's on First, Words, Words, Words, Constitutional Peasants, Migrating Coconuts, and Mere Mortals.",08-18,55,,,Varied,,"This might be from 2019 as there is a class schedule pamphlet in the binder from that year. However, none of the other materials are dated so I went with Unknown year. The label for this binder is a band-aid. Might need a new label.",2,FALSE,TRUE,FALSE,Some of the scenes are adaptations of other stories or plays.,26,0,0,26,TRUE
yppc_217,The Monkey's Paw,"Parker, Louis N.",1910,"In the story, three wishes are granted to the owner of The Monkey's Paw, but the wishes come with an enormous price for interfering with fate.",08-18,20,,,"Samuel French, Inc.",,,5,FALSE,FALSE,TRUE,Based on the short story by W.W. Jacobs.,6,3,1,2,FALSE
yppc_218,Mother Jones,"Ranson, Rebecca",1960s,A 1960s retrospective of Mother Jones and the establishment of the labor movement.,14-18,23,,,Unknown,,"This is a Ranson draft that is included with other, disconnected drafts.",1,FALSE,TRUE,FALSE,,10,4,3,3,FALSE
yppc_219,The Mouse that Roared,"Sergel, Christopher",1963,"A pretty girl of 22 happens to be the present Duchess Gloriana, sovereign of a microscopic country in the Alps founded centuries ago by a roving band of English bowmen. Gloriana's unique solution to the near bankruptcy of her tiny domain is to declare war on the U.S.! There's some method to her madness, however, for her study of recent history suggests that the surest way to wealth today is to lose a war with the United States, for that country's odd reaction is to pour aid, relief and rehabilitation on the vanquished. When her ""declaration"" is considered a prank, Gloriana decides to escalate! Tully Bascomb, presently in charge of the bowmen, is to launch an attack so they can surrender and reap the rewards. Serious-minded Tully, however, upsets all calculations when he and his bowmen do the last thing expected—they win!",08-18,90,,,Dramatic Publishing,,,7,TRUE,TRUE,TRUE,Based on the book by Leonard Wibberley.,30,14,16,0,TRUE
yppc_220,Mr. Timbral's Reckoning,"Whiteley, M.",1972,The ghosts of two drowned sailors pretend to be hermits to drive people who come to their cave mad.,10-18,9,,,Littell and Co.,,"Found in the book Man and His Imagination edited by Hannah Beate Haupt, Lilla Heston, Joy Lettell, and Sarah Solotaroff",4,FALSE,TRUE,FALSE,,3,2,1,0,FALSE
yppc_221,Mrs. McThing,"Chase, Mary Coyle",1949,"A little girl has slipped past the gatekeeper and over the garden wall to play with a lonely and put-upon lad. She is quickly shooed out by his mother as 'trash.' It just so happens that the little girl's mother is a witch, and an experienced one. She takes her revenge by supplying Mrs. Howard V. Larue III with the very little paragon she has always longed for, meanwhile spiriting the real and unruly boy off to a life of crime in the Shantyland Pool Hall Lunchroom. Mother is at first delighted with the impostor's perfection, then suspicious, then dismayed. When she learns the truth and sets out to reclaim her own nine-year-old mobster, she unwittingly and very foolishly crosses the same little girl, who promptly puts the finger on her and assigns her the role of washing dishes for the gang. By the time mama has been knocked about a bit and come to appreciate the sterling qualities of an ordinary roughneck, she is happy enough to take the boy back on his own terms, and to adopt the little witch-girl into the bargain.",08-18,65,,,Dramatists Play Service Inc.,,"Originally published in 1949, republished in 1952.",15,FALSE,TRUE,FALSE,,19,4,10,5,TRUE
yppc_222,Thursday Meets the Wolfman,"Simms, Willard",1974,"This is the city. Swampville, U.S.A. Sergeant Thursday is working the bog watch out of homicide. It is cold, misty, overcast and polluted...a typical day in the bog district. Several bizarre murders have taken place. The suspect? A monster with a hairy face, wild eyes and four oversized teeth. But there is a shortage of clues. Thursday’s trail takes him to all the interesting residents of Swampville, including a mad scientist, campaigning politicians and a home for various weirdies. Sergeant Thursday and his familiar sidekick make this a case to remember!",08-14,27,,,Pioneer Drama Service,,,1,FALSE,TRUE,FALSE,,11,3,5,3,TRUE
